"","corp","year","senti","FORESTS_LABEL","FORESTS_PROB","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","txt"
"1","000002","2011",NA,"0",0.835,"0",0.779721269308914,"0",0.82197992274239,"0",1,"0",0.999999887464838,NA
"2","000002","2012",NA,"0",0.895,"0",0.772972152373828,"0",0.989623329395899,"0",1,"0",0.999954602131298,NA
"3","000002","2013",NA,"0",0.845,"0",0.908919740219159,"0",0.951629758700376,"0",1,"0",0.999999999962249,NA
"4","000004","2011",NA,"0",0.855,"0",0.69797984045814,"0",0.957243403019879,"0",0.999992869990732,"0",0.880797077977882,NA
"5","000004","2012",NA,"0",0.855,"0",0.804874293832073,"0",0.745623688949284,"0",0.999999999973527,"0",0.999993855825398,NA
"6","000004","2013",NA,"0",0.905,"0",0.792383630409059,"0",0.988539668903258,"0",0.999999971243693,"0",0.999999999994891,NA
"7","000005","2012",NA,"0",0.965,"0",0.858556945058938,"0",0.989162175868194,"0",0.999999623907346,"0",0.999999997938846,NA
"8","000005","2013",NA,"0",0.985,"0",0.860262679133059,"0",0.989162175868194,"0",0.999963322475339,"0",0.999999984770021,NA
"9","000006","2011",NA,"0",0.885,"0",0.793511473000425,"0",0.985321600418489,"0",0.99999997581403,"0",0.999993855825398,NA
"10","000006","2012",NA,"0",0.94,"0",0.836272238263842,"0",0.989623329395899,"0",0.999999991882261,"0",0.999999999721053,NA
"11","000006","2013",NA,"0",0.92,"0",0.789643182939533,"0",0.965575863332005,"0",0.796179452607829,"0",0.999999887464838,NA
"12","000007","2011",NA,"0",0.89,"0",0.755651318667472,"0",0.989623329395899,"0",1,"0",0.999999999999309,NA
"13","000007","2012",NA,"0",0.91,"0",0.719007010420605,"0",0.981163083516245,"0",0.999999998116298,"0",0.999954602131298,NA
"14","000007","2013",NA,"0",0.925,"0",0.729945304851305,"0",0.984784232098408,"0",0.999999987084039,"0",0.999999997938846,NA
"15","000008","2011",NA,"0",1,"0",0.873524190168524,"0",0.989623329395899,"0",0.945166681311757,"0",0.999999999999906,NA
"16","000008","2012",NA,"0",0.98,"0",0.850874472736624,"0",0.989623329395899,"0",0.997728043849162,"0",0.999999997938846,NA
"17","000008","2013",NA,"0",0.915,"0",0.84279670302772,"0",0.989162175868194,"0",0.999999846991949,"0",0.999999997938846,NA
"18","000009","2011",NA,"0",0.8,"0",0.581839534188539,"0",0.947456736695965,"0",0.999998870428697,"1",0.999999999721053,NA
"19","000009","2012",NA,"0",0.68,"1",0.589088273404312,"0",0.742606211825201,"0",0.999999879370841,"1",0.999999999721053,NA
"20","000009","2013",NA,"0",0.71,"1",0.590561166461441,"0",0.942179969221932,"0",0.9197865983401,"1",0.999999999721053,NA
"21","000010","2011",NA,"0",0.96,"0",0.742997658599553,"0",0.989623329395899,"1",0.999928834017986,"0",0.999999999962249,NA
"22","000010","2012",NA,"0",0.82,"0",0.657128102335297,"0",0.770467176019297,"0",0.99999999953195,"0",0.880797077977882,NA
"23","000010","2013",NA,"0",0.845,"0",0.588680650280989,"1",0.597166266389272,"0",0.999999999999999,"0",0.880797077977882,NA
"24","000011","2012",NA,"0",0.875,"0",0.772946388028008,"0",0.956890276684157,"0",0.999999999996211,"0",0.880797077977882,NA
"25","000011","2013",NA,"0",0.92,"0",0.84905234582624,"0",0.956890276684157,"0",0.999998350422959,"0",0.999999887464838,NA
"26","000012","2011",NA,"0",0.905,"0",0.799779582758271,"0",0.989623329395899,"0",0.999999877184527,"0",0.999999999721053,NA
"27","000012","2012",NA,"0",0.99,"0",0.890211903955155,"0",0.989623329395899,"0",0.99897069828343,"0",0.999999999999987,NA
"28","000012","2013",NA,"0",0.945,"0",0.819116961335753,"0",0.987701478487694,"0",0.999951628180626,"0",0.999999887464838,NA
