v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,stkcd,dt
1,1,0,2,1,1,1,4,9,44,319,1,1,0,0,658,1,1,1,1,1,1,1,1,0,1,600297,2012
1,1,0,3,1,1,1,4,9,45,257,1,1,0,0,547,1,1,1,1,1,1,1,1,0,1,600297,2013
1,1,0,11,0,1,1,5,9,46,211,0,0,0,0,1331,1,1,1,1,1,1,1,1,0,1,600298,2011
1,1,0,12,1,1,0,5,9,47,-1,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,1,600298,2012
1,1,0,13,0,1,0,5,9,48,3724,0,0,0,0,6316,1,1,1,1,1,1,1,1,0,1,600298,2013
1,1,0,25,-1,1,0,0,4,48,1514,0,0,0,0,3241,1,1,1,0,1,1,1,1,0,1,600299,2011
1,1,0,13,-1,1,0,0,4,49,1472,0,0,0,0,2878,1,1,1,0,1,1,1,1,0,1,600299,2012
1,1,0,1,-1,1,0,1,7,51,1541,0,0,0,1,2878,,,,,,,,,,,600299,2013
1,1,0,11,5,1,1,6,8,45,1027,1,0,0,1,2941,,,,,,,,,,,600300,2011
1,1,0,10,5,1,1,6,8,42,934,1,0,0,1,2741,,,,,,,,,,,600300,2012
1,1,0,10,5,1,1,6,8,44,961,1,0,0,1,2838,,,,,,,,,,,600300,2013
1,1,0,5,1,1,0,3,4,43,540,1,0,0,1,2173,1,1,1,1,1,0,1,1,0,1,600301,2011
1,1,0,5,1,1,1,4,6,45,556,1,0,0,1,2240,1,1,1,1,1,0,1,1,0,1,600301,2012
1,1,0,5,1,1,1,4,6,46,498,1,0,0,1,1952,1,1,1,1,1,0,1,1,0,1,600301,2013
1,1,0,38,0,1,1,-1,9,49,942,0,0,0,1,4147,1,1,1,0,1,0,1,1,0,1,600302,2011
1,1,0,35,0,1,1,-1,8,49,1105,0,0,0,1,5210,1,1,1,0,1,0,1,1,0,1,600302,2012
1,1,0,36,0,1,1,-1,9,50,1102,0,0,0,1,5214,1,1,1,0,1,0,1,1,0,1,600302,2013
1,1,0,13,0,1,0,5,7,46,3116,0,0,0,0,4190,1,1,1,0,1,1,1,1,0,1,600303,2011
1,1,0,13,0,1,0,5,7,44,2023,0,0,0,1,6055,1,1,1,0,1,1,1,1,0,1,600303,2012
1,1,0,13,0,1,0,5,7,45,3230,0,0,0,1,6296,1,1,1,0,1,1,1,1,0,1,600303,2013
1,1,0,9,3,1,1,6,6,46,1363,1,0,0,1,6014,1,1,1,0,1,0,1,1,0,1,600305,2011
1,1,0,10,3,1,1,6,6,47,1583,1,0,0,0,6066,1,1,1,0,1,0,1,1,0,1,600305,2012
1,1,0,11,5,1,1,6,8,45,1646,1,0,0,1,6093,1,1,1,0,1,0,1,1,0,1,600305,2013
1,1,0,11,0,1,0,5,9,53,460,0,0,0,0,697,1,1,0,0,0,0,1,1,0,1,600306,2011
1,1,0,11,0,1,0,5,9,54,-1,0,0,0,0,-1,1,1,0,0,0,0,1,1,0,1,600306,2012
1,1,0,11,0,1,0,5,9,55,329,0,0,0,0,852,1,1,0,0,0,0,1,1,0,1,600306,2013
1,1,0,9,1,1,1,3,4,46,439,0,0,0,1,2557,1,0,1,1,1,0,1,1,0,1,600307,2011
1,1,0,10,1,1,1,3,4,45,310,0,0,0,1,3789,1,0,1,1,1,0,1,1,0,1,600307,2012
1,1,0,9,1,1,1,3,3,48,315,0,0,0,1,3254,1,0,1,1,1,0,1,1,0,1,600307,2013
1,1,1,12,6,1,0,-1,8,50,6889,0,0,0,1,8025,1,1,0,1,1,0,1,1,0,0,600308,2011
1,1,1,12,6,1,1,-1,7,49,5420,0,0,1,1,8643,1,1,0,1,1,0,1,1,0,0,600308,2012
1,1,1,14,9,1,1,6,7,49,5340,0,0,1,1,8643,1,1,0,1,1,0,1,1,0,0,600308,2013
1,1,0,29,9,1,0,12,17,51,-1,1,1,0,1,39115,1,1,1,1,1,0,1,1,1,1,600309,2011
1,1,1,30,11,1,0,11,16,53,9376,1,1,0,1,42597,1,1,1,1,1,0,1,1,1,1,600309,2012
1,1,1,31,10,1,1,10,14,51,9420,1,1,0,1,42311,1,1,1,1,1,0,1,1,1,1,600309,2013
1,1,0,2,2,1,0,-1,4,-1,109,0,-1,0,1,863,0,0,0,0,0,0,1,1,0,0,600310,2011
1,1,0,2,2,1,0,-1,4,-1,110,0,-1,0,1,834,0,0,0,0,0,0,1,1,0,0,600310,2012
1,1,0,2,1,1,0,0,3,40,321,0,0,0,0,920,1,0,0,1,0,0,1,1,0,1,600311,2011
1,1,0,1,1,1,0,0,3,41,582,0,0,0,1,860,1,0,0,1,0,0,1,1,0,1,600311,2012
1,1,0,1,1,1,0,0,3,42,329,0,0,0,0,852,1,0,0,1,0,0,1,1,0,1,600311,2013
1,1,0,6,0,1,0,3,7,44,1683,0,0,0,1,3572,1,1,1,1,1,1,1,1,0,1,600312,2011
1,1,0,9,0,1,0,3,9,45,1609,0,0,0,1,3469,1,1,1,1,1,1,1,1,0,1,600312,2012
1,1,0,7,0,1,0,3,7,45,1822,0,0,0,1,3651,1,1,1,1,1,1,1,1,0,1,600312,2013
1,1,0,61,0,1,1,4,5,47,743,0,0,0,1,1044,1,1,1,0,1,1,1,1,0,1,600313,2011
1,1,0,63,0,1,1,4,4,40,915,0,0,0,1,1121,1,1,1,0,1,1,1,1,0,1,600313,2012
1,1,0,69,0,1,1,4,4,41,970,0,0,0,1,1176,1,1,1,0,1,1,1,1,0,1,600313,2013
1,1,0,61,0,1,1,4,5,47,743,0,0,0,1,1044,1,1,1,0,1,1,1,1,0,1,600315,2011
1,1,,,,,,,,,,,,,,,,,,,,,,,,,600315,2012
1,1,,,,,,,,,,,,,,,,,,,,,,,,,600315,2013
1,1,0,9,3,1,1,6,8,45,1285,1,0,0,1,5899,1,1,1,1,1,1,1,1,0,1,600316,2011
1,1,0,10,3,1,1,6,8,47,1945,1,0,0,0,6049,1,1,1,1,1,1,1,1,0,1,600316,2012
1,1,0,12,5,1,1,6,9,47,1995,1,0,0,1,6454,1,1,1,1,1,1,1,1,0,1,600316,2013
1,1,0,3,0,1,0,1,6,48,1023,1,0,0,0,2228,1,0,0,1,1,1,1,1,0,1,600317,2011
1,1,0,3,0,1,0,1,6,49,1049,1,0,0,0,3120,1,0,0,1,1,1,1,1,0,1,600317,2012
1,1,0,3,0,1,0,1,6,50,2316,1,0,0,0,3456,1,0,0,1,1,1,1,1,0,1,600317,2013
1,1,0,2,0,1,0,1,7,46,251,1,0,0,0,1197,1,1,1,1,0,0,1,1,0,1,600318,2011
1,1,0,2,0,1,0,1,7,47,276,1,0,0,0,1394,1,1,1,1,0,0,1,1,0,1,600318,2012
1,1,0,2,0,1,0,1,7,48,248,1,0,0,0,1544,1,1,1,1,0,0,1,1,0,1,600318,2013
1,1,0,9,3,1,1,6,6,46,1363,1,0,0,1,6014,1,1,1,0,1,1,1,1,0,1,600319,2011
1,1,0,10,3,1,1,6,6,47,1583,1,0,0,0,6066,1,1,1,0,1,1,1,1,0,1,600319,2012
1,1,0,11,5,1,1,6,8,45,1646,1,0,0,1,6093,1,1,1,0,1,1,1,1,0,1,600319,2013
1,1,0,8,0,1,0,7,8,48,1893,0,0,0,0,3816,,,,,,,,,,,600320,2011
1,1,0,8,0,1,0,2,9,49,1847,0,0,0,1,3884,,,,,,,,,,,600320,2012
1,1,0,3,0,1,0,2,8,50,1997,0,0,0,1,3915,,,,,,,,,,,600320,2013
1,1,0,4,0,1,1,2,8,46,1205,1,0,0,1,1839,1,0,0,1,1,0,1,1,0,1,600321,2011
1,1,0,4,0,1,1,2,6,47,1305,1,0,0,1,1963,1,0,0,1,1,0,1,1,0,1,600321,2012
1,1,0,5,0,1,1,2,7,48,1061,1,0,0,0,1707,1,0,0,1,1,0,1,1,0,1,600321,2013
1,1,0,11,0,1,0,2,8,49,185,0,0,0,1,219,1,0,1,1,0,0,1,1,0,1,600322,2011
1,1,0,11,0,1,0,2,8,51,296,0,0,0,1,421,1,0,1,1,0,0,1,1,0,1,600322,2012
1,1,0,12,0,1,0,2,8,52,309,0,0,0,1,577,1,0,1,1,0,0,1,1,0,1,600322,2013
1,1,0,15,4,1,0,2,7,48,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,600323,2011
1,1,0,16,6,1,0,2,7,49,-1,0,0,1,0,1350,0,0,0,0,0,0,0,0,0,0,600323,2012
1,1,0,19,7,1,0,2,7,50,914,0,0,1,0,1362,1,1,0,0,0,0,0,0,0,0,600323,2013
1,1,0,44,-1,1,0,7,9,45,-1,0,0,0,0,1748,1,0,1,1,1,1,1,1,0,0,600325,2011
1,1,0,48,-1,1,0,7,9,46,-1,0,0,0,0,1869,1,0,1,1,1,1,1,1,0,0,600325,2012
1,1,1,62,-1,1,0,9,12,45,-1,0,0,0,1,2059,1,0,1,1,1,1,1,1,0,0,600325,2013
1,1,0,7,0,1,0,3,9,47,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,600326,2011
1,1,0,8,0,1,0,3,9,48,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,600326,2012
1,1,0,10,0,1,0,4,14,46,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,600326,2013
1,1,0,7,1,1,0,0,8,45,-1,0,0,1,0,4465,1,1,1,1,1,0,1,1,1,1,600327,2011
1,1,0,7,1,1,0,0,8,46,-1,0,0,1,0,4465,1,1,1,1,1,0,1,1,1,1,600327,2012
1,1,0,6,1,1,0,0,8,47,-1,0,0,1,0,4400,1,1,1,1,1,0,1,1,1,1,600327,2013
1,1,0,8,0,1,0,1,6,49,-1,0,0,0,1,3270,1,1,0,0,1,0,1,1,0,0,600328,2011
1,1,0,8,0,1,0,1,7,47,-1,0,0,0,1,5020,1,1,0,0,1,0,1,1,0,0,600328,2012
1,1,0,7,0,1,0,1,7,48,-1,0,0,0,0,4694,1,1,0,0,1,0,1,1,0,0,600328,2013
1,1,0,17,0,1,0,3,6,50,2993,0,0,1,0,5238,1,0,1,0,1,0,1,1,0,0,600329,2011
1,1,0,15,0,1,0,3,6,49,2631,0,0,1,1,4274,1,0,1,0,1,0,1,1,0,0,600329,2012
1,1,0,18,0,1,0,5,9,48,2528,0,0,1,1,4092,1,0,1,0,1,0,1,1,0,0,600329,2013
1,1,0,20,-1,1,0,3,7,47,-1,0,0,0,0,2741,1,1,0,1,0,0,1,1,0,0,600330,2011
1,1,0,21,-1,1,0,3,7,48,-1,0,0,0,0,2700,1,1,0,1,0,0,1,1,0,0,600330,2012
1,1,0,23,-1,1,0,3,7,49,-1,0,0,0,0,2634,1,1,0,1,0,0,1,1,0,0,600330,2013
1,1,0,14,-1,1,0,3,7,46,1542,0,0,0,0,10283,1,1,0,0,0,0,1,1,0,0,600331,2011
1,1,0,14,-1,1,0,3,7,47,1438,0,0,0,0,10830,1,1,0,0,0,0,1,1,0,0,600331,2012
1,1,0,13,-1,1,0,3,7,48,1542,0,0,0,1,10283,1,1,0,0,0,0,1,1,0,0,600331,2013
1,1,0,13,-1,1,0,1,3,43,-1,0,0,1,0,5470,1,0,1,0,0,0,1,1,0,0,600332,2011
1,1,0,15,-1,1,0,1,3,44,-1,0,0,1,0,6035,1,0,1,0,0,0,1,1,0,0,600332,2012
1,1,0,21,-1,1,0,1,3,45,-1,0,0,1,1,11284,1,0,1,0,0,0,1,1,0,0,600332,2013
1,1,0,10,-1,1,0,1,8,47,-1,0,0,0,0,2715,1,1,1,1,1,0,1,1,0,0,600333,2011
1,1,0,14,-1,1,0,1,8,48,-1,0,0,0,1,2721,1,1,1,1,1,0,1,1,0,0,600333,2012
1,1,0,15,-1,1,0,2,8,49,-1,0,0,0,1,2896,1,1,1,1,1,0,1,1,0,0,600333,2013
1,1,1,46,0,1,0,3,8,44,-1,0,0,1,1,2180,1,0,0,1,1,1,1,1,0,0,600335,2011
1,1,1,46,0,1,0,3,7,45,-1,0,0,1,0,2555,1,0,0,1,1,1,1,1,0,0,600335,2012
1,1,1,46,0,1,0,3,8,49,-1,0,0,1,0,3075,1,0,0,1,1,1,1,1,0,0,600335,2013
1,1,0,26,0,1,1,4,6,43,-1,0,0,1,0,6368,1,1,1,1,1,0,1,1,0,0,600336,2011
1,1,0,27,0,1,1,4,6,44,-1,0,0,1,0,6074,1,1,1,1,1,0,1,1,0,0,600336,2012
1,1,0,27,0,1,1,4,6,45,-1,0,0,1,0,6409,1,1,1,1,1,0,1,1,0,0,600336,2013
1,1,0,11,0,1,0,0,3,49,1254,0,0,0,1,3928,1,1,0,1,1,0,1,1,0,0,600337,2011
1,1,0,11,0,1,0,0,3,50,1254,0,0,0,0,5623,1,1,0,1,1,0,,1,0,0,600337,2012
1,1,0,10,0,1,0,0,3,51,1541,0,0,0,0,5993,1,1,0,1,1,0,,1,0,0,600337,2013
1,1,0,3,0,1,0,2,5,42,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,,0,600338,2011
1,1,0,3,0,1,0,2,5,43,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,,0,600338,2012
1,1,0,3,0,1,0,2,5,48,168,0,0,0,1,1091,0,0,0,0,0,0,0,0,,0,600338,2013
1,1,0,3,0,1,0,2,14,46,-1,0,0,0,0,2098,1,0,1,0,0,0,1,1,0,0,600339,2011
1,1,0,4,0,1,0,2,14,47,-1,0,0,0,1,3992,1,0,1,0,0,0,1,1,0,0,600339,2012
1,1,0,3,0,1,0,2,14,48,-1,0,0,0,1,3766,1,0,1,0,0,0,1,1,0,0,600339,2013
1,1,0,36,0,1,0,6,13,42,-1,0,1,0,1,2714,1,,1,0,1,0,1,1,0,0,600340,2011
1,1,0,50,0,1,0,6,13,40,-1,0,1,0,1,6250,1,,1,0,1,0,1,1,0,0,600340,2012
1,1,0,70,0,1,0,6,13,41,-1,0,1,0,1,8681,1,,1,0,1,0,1,1,0,0,600340,2013
1,1,0,7,0,1,0,0,6,49,-1,1,0,1,0,3045,1,0,0,1,1,0,1,1,0,0,600343,2011
1,1,0,7,0,1,0,0,6,49,-1,1,0,1,0,2912,1,0,0,1,1,0,1,1,0,0,600343,2012
1,1,0,7,0,1,0,0,6,50,-1,1,0,1,0,2648,1,0,0,1,1,0,1,1,0,0,600343,2013
1,1,0,9,0,1,0,8,9,47,-1,0,0,0,1,2309,1,1,1,1,0,0,1,1,0,0,600345,2011
1,1,0,8,0,1,0,6,7,48,-1,0,0,0,1,1505,1,1,1,1,0,0,1,1,0,0,600345,2012
1,1,0,9,0,1,0,8,9,48,-1,0,0,0,1,1330,1,1,1,1,0,0,1,1,0,0,600345,2013
1,1,0,5,0,1,0,5,8,49,-1,0,0,0,1,1685,1,1,1,0,1,0,1,1,0,0,600346,2011
1,1,0,6,0,1,0,5,8,50,-1,0,0,0,1,1517,1,1,1,0,1,0,1,1,0,0,600346,2012
1,1,0,6,0,1,0,5,8,46,-1,0,0,0,1,1512,1,1,1,0,1,0,1,1,0,0,600346,2013
1,1,1,27,0,1,0,1,7,53,5741,1,0,0,0,41363,1,0,0,0,0,0,1,1,0,0,600348,2011
1,1,1,24,0,1,0,1,7,50,6937,1,0,0,0,40958,1,0,0,0,0,0,1,1,0,0,600348,2012
1,1,1,25,0,1,0,1,7,51,7958,1,0,0,0,40115,1,0,0,0,0,0,1,1,0,0,600348,2013
1,1,0,12,0,1,0,6,6,45,2417,0,0,0,1,3869,1,0,1,0,0,1,1,1,0,0,600350,2011
1,1,0,20,0,1,0,5,5,44,3653,0,0,0,1,4558,1,0,1,0,0,1,1,1,0,0,600350,2012
1,1,0,20,0,1,0,5,5,46,3666,0,0,0,1,4527,1,0,1,0,0,1,1,1,0,0,600350,2013
1,1,0,13,-1,1,0,7,10,44,2801,0,2,1,0,3986,1,0,1,0,1,1,1,1,0,0,600351,2011
1,1,0,15,-1,1,0,7,10,44,3132,0,2,1,0,4696,1,0,1,0,1,1,1,1,0,0,600351,2012
1,1,0,15,0,1,0,7,10,44,2811,0,2,1,0,5112,1,0,1,0,1,1,1,1,0,0,600351,2013
1,1,0,25,0,1,0,3,5,43,1267,0,1,0,0,7215,1,1,1,1,1,0,1,1,0,0,600352,2011
1,1,0,35,0,1,0,3,5,44,2538,0,1,0,0,9169,1,1,1,1,1,0,1,1,0,0,600352,2012
1,1,0,38,1,1,0,3,5,47,2946,0,1,0,1,9515,1,1,1,1,1,0,1,1,0,0,600352,2013
1,1,0,17,1,1,0,2,7,49,-1,1,0,0,1,1465,1,0,0,0,1,0,1,1,0,0,600354,2011
1,1,0,18,1,1,0,2,8,50,-1,1,0,0,1,1431,1,0,0,0,1,0,1,1,0,0,600354,2012
1,1,0,16,1,1,0,2,8,51,-1,1,0,0,1,1307,1,0,0,0,1,0,1,1,0,0,600354,2013
1,1,0,4,0,1,0,2,5,43,-1,0,0,0,0,-1,1,1,0,0,1,1,1,1,0,0,600355,2011
1,1,0,5,0,1,0,2,5,44,-1,0,0,0,1,-1,1,1,0,0,1,1,1,1,0,0,600355,2012
1,1,0,7,0,1,0,2,5,45,-1,0,0,0,0,-1,1,1,0,0,1,1,1,1,0,0,600355,2013
1,1,0,3,0,1,1,6,5,47,1132,0,0,0,1,2148,1,0,0,0,1,0,1,1,0,0,600356,2011
1,1,0,1,0,1,1,5,6,48,891,0,0,0,1,2122,1,0,0,0,1,0,1,1,0,0,600356,2012
1,1,0,1,0,1,1,5,6,49,899,0,0,0,0,2083,1,0,0,0,1,0,1,1,0,0,600356,2013
1,1,0,9,0,1,0,3,7,45,-1,0,2,0,1,-1,1,0,0,1,1,0,1,1,0,0,600358,2011
1,1,0,9,0,1,0,3,7,46,-1,0,2,0,0,-1,1,0,0,1,1,0,1,1,0,0,600358,2012
1,1,0,9,0,1,0,3,7,47,-1,0,2,0,0,-1,1,0,0,1,1,0,1,1,0,0,600358,2013
1,1,0,11,0,1,0,0,7,47,1235,1,0,0,0,8641,1,0,0,0,1,0,1,1,0,0,600359,2011
1,1,0,9,0,1,0,0,7,48,1078,1,0,0,0,4688,1,0,0,0,1,0,1,1,0,0,600359,2012
1,1,0,9,0,1,0,0,7,49,386,1,0,0,0,2147,1,0,0,0,1,0,1,1,0,0,600359,2013
1,1,0,3,0,1,0,1,4,48,1449,1,0,0,1,2926,1,0,0,1,1,0,1,1,1,1,600360,2011
1,1,0,3,0,1,0,1,4,50,1571,1,0,0,1,3173,1,0,0,1,1,0,1,1,1,1,600360,2012
1,1,0,5,0,1,0,1,4,51,1350,1,0,0,0,2640,1,0,0,1,1,0,1,1,1,1,600360,2013
1,1,1,8,0,1,0,3,7,47,10948,0,1,1,1,28091,1,0,0,0,1,0,1,1,0,1,600361,2011
1,1,1,8,0,1,0,3,9,48,12418,0,2,1,1,29788,1,0,0,0,1,0,1,1,0,1,600361,2012
1,1,1,8,0,1,0,3,9,49,10317,0,2,1,1,26818,1,0,0,0,1,0,1,1,0,1,600361,2013
1,1,1,39,0,0,0,8,52,10,6125,0,0,0,1,22500,1,1,0,1,0,0,1,1,0,1,600362,2011
1,1,1,44,0,0,0,8,52,10,6510,0,0,0,1,22596,1,1,0,1,0,0,1,1,0,1,600362,2012
1,1,1,47,0,0,0,8,52,10,6838,0,0,0,1,22425,1,1,0,1,0,0,1,1,0,1,600362,2013
1,1,0,14,13,1,0,-1,8,46,-1,0,0,1,1,4439,1,0,1,1,1,1,1,1,0,1,600363,2011
1,1,0,14,13,1,0,4,8,47,-1,0,0,1,1,4017,1,0,1,1,1,1,1,1,0,1,600363,2012
1,1,0,16,13,1,0,4,8,48,-1,0,0,1,1,4439,1,0,1,1,1,1,1,1,0,1,600363,2013
1,1,0,1,0,1,0,3,7,49,-1,0,0,0,1,-1,1,1,1,0,1,0,1,1,0,0,600365,2011
1,1,0,2,0,1,0,5,9,51,-1,0,0,0,1,-1,1,1,1,0,1,0,1,1,0,0,600365,2012
1,1,0,4,0,1,0,4,8,52,-1,0,0,0,1,-1,1,1,1,0,1,0,1,1,0,0,600365,2013
1,1,0,26,0,1,0,1,4,41,1003,0,0,0,1,3310,1,0,0,0,1,0,1,1,0,1,600366,2011
1,1,0,26,0,1,0,1,4,41,1052,0,0,0,1,3065,1,0,0,0,1,0,1,1,0,1,600366,2012
1,1,0,18,0,1,0,1,4,42,1068,0,0,0,0,3098,1,0,0,0,1,0,1,1,0,1,600366,2013
1,1,0,14,0,1,0,0,3,49,-1,0,0,1,1,3377,1,0,0,0,1,0,1,1,0,1,600367,2011
1,1,0,14,0,1,0,0,3,48,-1,0,0,1,1,3144,1,0,0,0,1,0,1,1,0,1,600367,2012
1,1,0,13,0,1,0,0,6,45,-1,0,0,1,1,3164,1,0,0,0,1,0,1,1,0,1,600367,2013
1,1,0,12,19,1,0,-1,5,47,-1,0,0,1,0,1551,1,0,0,0,1,0,1,1,0,1,600368,2011
1,1,0,14,23,1,0,4,4,48,-1,0,0,1,0,1224,1,0,0,0,1,0,1,1,0,1,600368,2012
1,1,0,18,23,1,0,4,4,49,-1,0,0,1,0,1345,1,0,0,0,1,0,1,1,0,1,600368,2013
1,1,0,4,0,1,0,0,4,41,-1,0,0,0,0,1411,1,0,0,0,0,0,1,1,0,1,600370,2011
1,1,0,4,0,1,0,0,4,42,-1,0,0,0,0,1363,1,0,0,0,0,0,1,1,0,1,600370,2012
1,1,0,4,0,1,0,0,4,43,-1,0,0,0,0,1343,1,0,0,0,0,0,1,1,0,1,600370,2013
1,1,0,7,0,1,0,3,5,46,-1,0,0,0,0,-1,1,1,0,1,0,0,1,1,0,1,600371,2011
1,1,0,7,0,1,0,3,5,47,-1,0,0,0,0,-1,1,1,0,1,0,0,1,1,0,1,600371,2012
1,1,0,7,0,1,0,3,5,48,-1,0,0,0,0,-1,1,1,0,1,0,0,1,1,0,1,600371,2013
1,1,0,8,0,1,0,-1,4,48,5712,0,0,1,0,11000,1,0,0,1,0,0,1,1,0,0,600372,2011
1,1,0,11,0,1,0,-1,3,43,5587,0,0,1,1,11137,1,0,0,1,0,0,1,1,0,0,600372,2012
1,1,0,11,0,1,0,-1,3,44,7851,0,0,1,1,14144,1,0,0,1,0,0,1,1,0,0,600372,2013
1,1,0,-1,0,1,0,-1,8,49,2798,0,0,0,1,5168,0,0,1,0,0,0,1,1,0,0,600373,2011
1,1,0,4,0,1,0,-1,9,50,2903,0,0,0,1,5149,0,0,1,0,0,0,1,1,0,0,600373,2012
1,1,0,3,0,1,0,2,6,50,3011,0,0,0,1,5110,0,0,1,0,0,0,1,1,0,0,600373,2013
1,1,0,10,0,1,1,0,6,46,1567,0,0,1,1,4137,0,1,1,0,0,0,1,1,0,0,600375,2011
1,1,0,15,0,1,1,0,6,50,1718,0,0,1,1,4535,0,1,1,0,0,0,1,1,0,0,600375,2012
1,1,0,16,0,1,1,0,6,50,2097,0,0,1,1,4993,0,1,1,0,0,0,1,1,0,0,600375,2013
1,1,0,33,0,1,0,-1,10,48,-1,0,0,0,1,1990,1,0,0,1,1,0,1,1,0,1,600376,2011
1,1,0,30,0,1,0,9,9,64,-1,0,0,0,1,2018,1,0,0,1,1,0,1,1,0,1,600376,2012
1,1,0,36,0,1,0,9,9,65,-1,0,0,0,0,1909,1,0,0,1,1,0,1,1,0,1,600376,2013
1,1,0,6,0,1,0,7,8,63,-1,0,0,1,1,3759,1,0,0,0,0,0,1,1,0,1,600377,2011
1,1,0,6,0,1,0,7,8,64,1695,0,0,1,1,4397,1,0,0,0,0,0,1,1,0,1,600377,2012
1,1,0,-1,-1,1,0,7,8,65,1696,0,0,1,1,4398,1,0,0,0,0,0,1,1,0,1,600377,2013
1,1,0,1,0,1,0,6,9,51,-1,1,0,0,0,-1,1,0,1,1,0,0,1,1,0,0,600378,2011
1,1,0,1,0,1,0,6,9,52,-1,1,0,0,0,-1,1,0,1,1,0,0,1,1,0,0,600378,2012
1,1,0,1,0,1,0,6,9,53,-1,1,0,0,0,-1,1,0,1,1,0,0,1,1,0,0,600378,2013
1,1,0,3,0,1,1,1,6,41,-1,1,0,1,1,1352,1,0,0,0,1,0,1,1,0,1,600379,2011
1,1,0,4,0,1,1,1,7,41,-1,1,0,1,1,1648,1,0,0,0,1,0,1,1,0,1,600379,2012
1,1,0,4,0,1,1,1,7,42,558,1,0,1,1,1602,1,0,0,0,1,0,1,1,0,1,600379,2013
1,1,0,12,0,1,0,-1,5,48,3911,0,1,0,0,10200,1,0,0,1,1,0,1,1,0,0,600380,2011
1,1,0,14,0,1,0,2,3,45,3957,0,1,0,0,9611,1,0,0,1,1,0,1,1,0,0,600380,2012
1,1,0,15,0,1,0,2,3,46,3969,0,1,0,0,8110,1,0,0,1,1,0,1,1,0,0,600380,2013
1,1,0,14,0,1,0,-1,4,41,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,600381,2011
1,1,0,14,0,1,0,-1,4,42,-1,0,0,0,0,1015,0,0,0,0,0,0,1,1,0,0,600381,2012
1,1,0,9,0,1,0,-1,4,43,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,600381,2013
1,1,0,3,0,1,0,0,2,43,-1,0,0,0,0,-1,1,0,0,0,0,0,1,1,0,1,600382,2011
1,1,0,6,0,1,0,0,2,44,-1,0,0,0,0,-1,1,0,0,0,0,0,1,1,0,1,600382,2012
1,1,0,6,0,1,0,0,2,45,-1,0,0,0,0,-1,1,0,0,0,0,0,1,1,0,1,600382,2013
1,1,0,-1,0,0,0,9,10,42,-1,0,2,0,1,9139,1,0,1,0,1,0,1,1,0,0,600383,2011
1,1,0,-1,0,0,0,9,10,43,-1,0,2,0,1,-1,1,0,1,0,1,0,1,1,0,0,600383,2012
1,1,0,-1,0,0,0,9,10,47,-1,0,2,0,1,11052,1,0,1,0,1,0,1,1,0,0,600383,2013
1,1,0,5,0,1,0,0,3,40,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,600385,2011
1,1,0,5,0,1,0,0,3,41,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,600385,2012
1,1,0,8,0,1,0,0,3,42,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,600385,2013
1,0,0,7,-1,1,0,3,8,47,459,0,0,1,0,2313,1,0,0,1,1,0,1,0,0,1,600386,2011
1,0,0,7,-1,1,0,3,8,48,459,0,0,1,0,2313,1,0,0,1,1,0,1,0,0,1,600386,2012
1,0,0,7,-1,1,0,3,8,49,459,0,0,1,0,2313,1,0,0,1,1,0,1,0,0,1,600386,2013
0,0,0,7,-1,1,0,0,11,49,233,0,0,1,0,1008,1,0,0,1,1,0,1,0,0,1,600387,2011
0,0,0,7,-1,1,0,0,11,51,233,0,0,1,0,1008,1,0,0,1,1,0,1,0,0,1,600387,2012
0,0,0,7,-1,1,0,0,11,51,233,0,0,1,0,1008,1,0,0,1,1,0,1,0,0,1,600387,2013
0,1,0,11,-1,1,0,3,14,50,2470,0,0,1,0,1711,1,0,0,1,1,0,1,1,0,1,600388,2011
0,1,0,11,-1,1,0,3,14,50,1752,0,0,1,0,3409,1,0,0,1,1,0,1,1,0,1,600388,2012
0,1,0,15,-1,1,0,3,14,50,1890,0,0,1,0,5423,1,0,0,1,1,0,1,1,0,1,600388,2013
1,1,0,3,-1,1,0,4,13,50,699,0,0,1,1,1922,1,0,0,1,1,0,1,1,0,1,600389,2011
1,1,0,3,-1,1,0,4,13,50,202,0,0,1,1,1845,1,0,0,1,1,0,1,1,0,1,600389,2012
1,1,0,3,-1,1,0,4,13,50,245,0,0,1,0,1906,1,0,0,1,1,0,1,1,0,1,600389,2013
1,1,0,6,-1,1,0,1,5,50,148,1,0,1,1,468,1,0,0,0,1,0,1,1,1,1,600390,2011
1,1,0,6,-1,1,0,1,5,50,91,1,0,1,0,330,1,0,0,0,1,0,1,1,1,1,600390,2012
