v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,stkcd,dt
1,1,0,42,-1,1,0,1,9,48,1469,0,0,0,0,6388,1,1,0,1,1,1,1,1,1,1,000789,2012
1,1,0,41,-1,1,0,1,9,49,1513,0,0,0,0,6880,1,1,0,1,1,1,1,1,1,1,000789,2013
1,1,0,6,0,1,0,4,8,44,544,0,0,0,0,986,1,0,0,1,1,1,1,1,0,1,000790,2011
1,1,0,5,0,1,0,6,8,45,510,0,0,0,0,876,1,0,0,1,1,1,1,1,0,1,000790,2012
1,1,0,4,0,1,0,5,8,46,526,0,0,0,0,996,1,0,0,1,1,1,1,1,0,1,000790,2013
1,1,0,2,0,1,0,2,6,45,451,0,0,0,1,877,0,0,1,0,0,0,1,1,0,0,000791,2011
1,1,0,5,0,1,0,0,3,45,1054,0,0,0,1,1799,0,0,1,0,0,0,1,1,0,0,000791,2012
1,1,0,5,0,1,0,0,4,45,1022,0,0,0,1,1678,0,0,1,0,0,0,1,1,0,0,000791,2013
1,1,0,11,1,1,0,1,9,49,9629,1,0,0,1,14108,1,1,0,1,1,0,1,1,0,1,000792,2011
1,1,0,14,1,1,0,1,9,50,8659,0,0,0,1,14108,1,1,0,1,1,0,1,1,0,1,000792,2012
1,1,0,8,1,1,1,3,11,51,8298,0,0,0,1,14108,1,1,0,1,1,0,1,1,0,1,000792,2013
1,1,0,9,5,1,0,3,6,45,1723,0,0,0,0,11452,1,1,1,1,0,1,1,1,0,1,000793,2011
1,1,0,9,5,1,0,3,6,46,2938,0,0,0,1,11067,1,1,1,1,0,1,1,1,0,1,000793,2012
1,1,0,10,5,1,0,4,8,47,3309,0,0,0,1,17524,1,1,1,1,0,1,1,1,0,1,000793,2013
1,1,0,6,3,1,0,1,7,46,573,0,0,0,1,2503,1,0,0,1,0,0,1,1,1,1,000795,2011
1,1,0,6,3,1,0,1,7,47,471,0,0,0,0,1800,1,0,0,1,0,0,1,1,1,1,000795,2012
1,1,0,6,2,1,0,1,7,48,455,0,0,0,0,1543,1,0,0,1,0,0,1,1,1,1,000795,2013
1,1,0,13,0,1,0,-1,6,38,-1,0,0,0,1,2280,1,1,0,1,0,0,1,1,1,1,000796,2011
1,1,0,11,0,1,0,0,4,39,-1,0,0,0,1,3359,1,1,0,1,0,0,1,1,1,1,000796,2012
1,1,0,11,5,1,0,1,7,43,0,0,0,0,1,2916,1,1,0,1,0,0,1,1,1,1,000796,2013
1,1,0,23,6,1,1,1,5,50,506,0,0,0,1,3376,1,1,1,1,1,1,1,1,0,1,000797,2011
1,1,0,46,8,1,1,1,5,51,837,0,0,0,0,3027,1,1,1,1,1,1,1,1,0,1,000797,2012
1,1,0,49,8,1,1,1,5,52,1064,0,0,0,0,3376,1,1,1,1,1,1,1,1,0,1,000797,2013
1,1,0,6,-1,0,1,1,6,52,166,0,0,0,0,275,1,0,,1,1,0,0,0,0,1,000798,2011
1,1,0,18,-1,0,1,1,6,52,169,0,0,0,0,266,1,0,,1,1,0,0,0,0,1,000798,2012
1,1,0,6,-1,0,1,1,6,52,176,0,0,0,0,930,1,0,,1,1,0,0,0,0,1,000798,2013
1,1,0,20,-1,1,1,9,12,50,404,0,0,0,0,1312,1,1,1,1,1,1,0,1,0,0,000799,2011
1,1,0,2,-1,1,1,9,12,50,650,0,0,0,0,2137,1,1,1,1,1,1,0,1,0,0,000799,2012
1,1,0,2,-1,1,1,9,12,50,541,0,0,0,0,1932,1,1,1,1,1,1,0,1,0,0,000799,2013
1,1,0,2,2,1,0,2,5,50,4438,1,0,0,0,8103,1,0,0,1,1,0,1,1,0,0,000800,2011
1,1,0,2,2,1,0,2,5,50,3943,1,0,0,1,7460,1,0,0,1,1,0,1,1,0,0,000800,2012
1,1,0,2,2,1,0,2,5,50,4008,1,0,0,0,6893,1,0,0,1,1,0,1,1,0,0,000800,2013
1,1,0,6,-1,1,0,2,10,44,241,0,-1,1,1,1224,1,0,0,0,1,0,1,1,1,0,000801,2011
1,1,0,6,-1,1,0,2,10,44,270,0,-1,1,1,1174,1,0,0,0,1,0,1,1,1,0,000801,2012
1,1,0,6,-1,1,0,2,10,44,266,0,-1,1,1,1073,1,0,0,0,1,0,1,1,1,0,000801,2013
1,1,0,6,3,1,0,1,4,51,34,0,0,1,1,289,1,0,0,1,1,0,1,1,0,0,000803,2011
1,1,0,9,2,1,0,1,4,51,57,0,0,1,1,287,1,0,0,1,1,0,1,1,0,0,000803,2012
1,1,0,9,2,1,0,1,4,51,78,0,0,1,1,357,1,0,0,1,1,0,1,1,0,0,000803,2013
1,1,0,5,3,1,1,3,6,49,591,0,0,1,0,2052,1,0,0,1,1,0,1,1,0,0,000806,2011
1,1,0,5,3,1,1,3,6,49,601,0,0,1,1,2014,1,0,0,1,1,0,1,1,0,0,000806,2012
1,1,0,7,3,1,1,3,6,49,601,0,0,1,1,2037,1,0,0,1,1,0,1,1,0,0,000806,2013
1,1,0,8,3,1,0,4,9,46,1749,0,0,0,1,3973,1,0,0,1,0,0,1,1,0,0,000807,2011
1,1,0,9,4,1,0,4,9,46,1866,0,0,0,1,4007,1,0,0,1,0,0,1,1,0,0,000807,2012
1,1,0,9,4,1,0,4,9,46,1807,0,0,0,1,3806,1,0,0,1,0,0,1,1,0,0,000807,2013
1,1,0,1,4,0,0,1,4,43,133,1,0,0,1,175,1,0,0,1,1,0,1,1,0,1,000809,2011
1,1,0,1,4,0,0,1,4,43,84,1,0,0,1,137,1,0,0,1,1,0,1,1,0,1,000809,2012
1,1,0,1,3,0,0,1,4,43,101,1,0,0,1,145,1,0,0,1,1,0,1,1,0,1,000809,2013
1,1,0,1,4,0,0,0,5,49,386,1,0,0,1,2982,1,0,0,0,1,0,1,1,0,0,000810,2011
1,1,0,1,4,0,0,0,5,49,234,1,0,0,1,2763,1,0,0,0,1,0,1,1,0,0,000810,2012
1,1,0,1,3,0,0,0,5,49,246,1,0,0,0,2556,1,0,0,0,1,0,1,1,0,0,000810,2013
1,1,0,2,5,0,0,6,9,46,967,0,0,0,1,1842,1,0,0,1,1,0,1,1,0,1,000811,2011
1,1,0,2,4,0,0,6,9,46,996,0,0,0,1,1824,1,0,0,1,1,0,1,1,0,1,000811,2012
1,1,0,2,3,0,0,6,9,46,995,0,0,0,1,1759,1,0,0,1,1,0,1,1,0,1,000811,2013
1,1,0,8,5,0,0,3,9,48,445,0,0,0,1,1467,1,0,0,0,1,0,1,1,0,0,000812,2011
1,1,0,8,5,0,0,3,9,48,720,0,0,0,1,1393,1,0,0,0,1,0,1,1,0,0,000812,2012
1,1,0,8,6,0,0,3,9,48,655,0,0,0,1,1395,1,0,0,0,1,0,1,1,0,0,000812,2013
1,1,0,7,5,0,0,3,5,42,133,0,0,0,1,1429,0,0,0,0,0,0,1,1,0,0,000813,2011
1,1,0,7,5,0,0,3,5,42,230,0,0,0,1,1315,0,0,0,0,0,0,1,1,0,0,000813,2012
1,1,0,7,5,0,0,3,5,42,322,0,0,0,1,1613,0,0,0,0,0,0,1,1,0,0,000813,2013
1,1,0,4,5,1,0,3,10,43,504,0,0,1,1,3233,0,0,0,0,0,0,1,1,0,0,000815,2011
1,1,0,4,5,1,0,3,10,43,500,0,0,1,1,2709,0,0,0,0,0,0,1,1,0,0,000815,2012
1,1,0,4,5,1,0,3,10,43,551,0,0,1,1,2589,0,0,0,0,0,0,1,1,0,0,000815,2013
1,1,0,13,6,0,0,2,10,47,1756,0,0,1,1,5854,1,0,0,1,1,0,1,1,0,0,000816,2011
1,1,0,12,6,0,0,2,10,47,2149,0,0,1,1,6762,1,0,0,1,1,0,1,1,0,0,000816,2012
1,1,0,4,4,0,0,2,10,47,1801,0,0,1,1,5669,1,0,0,1,1,0,1,1,0,0,000816,2013
1,1,0,5,1,0,0,1,7,46,-1,0,0,0,1,5641,1,0,0,1,1,0,1,1,1,1,000818,2011
1,1,0,5,1,0,0,1,7,46,1422,0,0,0,1,5826,1,0,0,1,1,0,1,1,1,1,000818,2012
1,1,0,5,1,0,0,1,7,46,1446,0,0,0,1,5428,1,0,0,1,1,0,1,1,1,1,000818,2013
1,1,0,3,4,1,0,2,8,51,279,0,0,0,0,531,1,0,0,1,1,0,1,1,0,0,000819,2011
1,1,0,3,4,1,0,2,8,51,323,0,0,0,1,703,1,0,0,1,1,0,1,1,0,0,000819,2012
1,1,0,3,4,1,0,2,8,51,364,0,0,0,1,738,1,0,0,1,1,0,1,1,0,0,000819,2013
1,1,0,7,3,1,0,4,7,42,577,0,0,0,1,1737,1,0,0,0,1,0,1,1,1,1,000821,2011
1,1,0,7,4,1,0,4,7,42,578,0,0,0,1,1718,1,0,0,0,1,0,1,1,1,1,000821,2012
1,1,0,8,6,1,0,4,7,42,840,0,0,0,0,2207,1,0,0,0,1,0,1,1,1,1,000821,2013
1,1,0,10,4,0,0,1,7,50,1848,0,0,0,1,8299,1,0,0,1,1,0,1,1,0,0,000822,2011
1,1,0,10,5,0,0,1,7,50,1430,0,0,0,1,7647,1,0,0,1,1,0,1,1,0,0,000822,2012
1,1,0,10,4,0,0,1,7,50,1331,0,0,0,1,6977,1,0,0,1,1,0,1,1,0,0,000822,2013
1,1,0,4,3,0,0,4,5,50,907,1,0,0,0,5752,1,0,0,1,1,0,1,1,0,1,000823,2011
1,1,0,4,3,0,0,4,5,50,884,1,0,0,1,5965,1,0,0,1,1,0,1,1,0,1,000823,2012
1,1,0,4,3,0,0,4,5,50,908,1,0,0,0,6082,1,0,0,1,1,0,1,1,0,1,000823,2013
1,1,1,7,8,0,0,3,7,49,9041,0,0,0,1,25844,1,0,0,0,1,0,1,1,0,0,000825,2011
1,1,1,7,8,0,0,3,7,49,9335,0,0,0,0,22227,1,0,0,0,1,0,1,1,0,0,000825,2012
1,1,1,7,8,0,0,3,7,49,9463,0,0,0,1,26672,1,0,0,0,1,0,1,1,0,0,000825,2013
1,1,0,13,3,0,0,6,8,47,734,0,0,0,1,1265,1,0,0,0,1,0,1,1,0,0,000826,2011
1,1,0,13,3,0,0,6,8,47,896,0,0,0,0,1450,1,0,0,0,1,0,1,1,0,0,000826,2012
1,1,0,18,3,0,0,6,8,47,1180,0,0,0,0,2022,1,0,0,0,1,0,1,1,0,0,000826,2013
1,1,0,8,6,1,0,1,4,48,5500,0,0,1,1,7500,1,0,0,1,1,0,1,1,0,0,000829,2011
1,1,0,8,6,1,0,1,4,48,4632,0,0,1,1,5017,1,0,0,1,1,0,1,1,0,0,000829,2012
1,1,0,8,6,1,0,1,4,48,4856,0,0,1,1,7039,1,0,0,1,1,0,1,1,0,0,000829,2013
1,1,0,14,5,0,0,1,7,47,10001,0,0,0,1,11723,1,0,0,1,1,0,1,1,0,0,000830,2011
1,1,0,14,5,0,0,1,7,47,10084,0,0,0,1,11914,1,0,0,1,1,0,1,1,0,0,000830,2012
1,1,0,14,5,0,0,1,7,47,11452,0,0,0,1,12667,1,0,0,1,1,0,1,1,0,0,000830,2013
1,1,0,4,3,1,0,3,7,46,70,0,0,0,1,856,1,0,0,1,1,0,1,1,0,0,000831,2011
1,1,0,4,3,1,0,3,7,46,691,0,0,0,1,2796,1,0,0,1,1,0,1,1,0,0,000831,2012
1,1,0,4,3,1,0,3,7,46,73,0,0,0,1,702,1,0,0,1,1,0,1,1,0,0,000831,2013
1,1,0,1,2,1,0,4,8,47,532,0,0,0,0,2654,1,0,0,1,1,0,1,1,1,1,000833,2011
1,1,0,1,2,1,0,4,8,47,722,0,0,0,1,2889,1,0,0,1,1,0,1,1,1,1,000833,2012
1,1,0,3,2,1,0,4,8,47,185,0,0,0,1,2375,1,0,0,1,1,0,1,1,1,1,000833,2013
1,1,0,3,2,0,0,2,5,44,263,1,0,0,1,1067,0,0,0,0,0,0,1,1,0,0,000835,2011
1,1,0,3,2,0,0,2,5,44,82,1,0,0,1,1054,0,0,0,0,0,0,1,1,0,0,000835,2012
1,1,0,3,2,0,0,2,5,44,70,1,0,0,1,755,0,0,0,0,0,0,1,1,0,0,000835,2013
1,1,0,7,4,0,0,4,5,48,1182,0,0,1,0,2392,1,0,0,1,1,0,1,1,1,1,000836,2011
1,1,0,6,3,0,0,4,5,48,182,0,0,1,0,1277,1,0,0,1,1,0,1,1,1,1,000836,2012
1,1,0,8,4,0,0,4,5,48,382,0,0,1,1,1324,1,0,0,1,1,0,1,1,1,1,000836,2013
1,1,0,7,4,1,0,5,8,50,-1,0,0,0,0,2249,1,0,0,0,0,0,1,1,1,1,000837,2011
1,1,0,3,2,1,0,5,8,50,1000,0,0,0,0,2311,1,0,0,0,0,0,1,1,1,1,000837,2012
1,1,0,6,3,1,0,5,8,50,1008,0,0,0,1,2254,1,0,0,0,0,0,1,1,1,1,000837,2013
1,1,0,4,4,0,0,4,5,47,53,1,0,0,1,55,1,0,0,0,1,0,1,1,1,1,000838,2011
1,1,0,3,4,0,0,4,5,47,65,1,0,0,1,68,1,0,0,0,1,0,1,1,1,1,000838,2012
1,1,0,3,4,0,0,4,5,47,78,1,0,0,1,85,1,0,0,0,1,0,1,1,1,1,000838,2013
1,1,0,5,4,0,0,1,8,49,4925,0,0,0,0,7518,1,0,0,1,1,0,1,1,1,1,000839,2011
1,1,0,7,5,0,0,1,8,49,6191,0,0,0,1,9385,1,0,0,1,1,0,1,1,1,1,000839,2012
1,1,0,6,5,0,0,1,8,49,7218,0,0,0,0,10861,1,0,0,1,1,0,1,1,1,1,000839,2013
1,1,1,3,4,1,0,7,9,51,462,1,0,0,1,1287,1,1,0,0,1,0,1,1,1,1,000848,2011
1,1,1,3,4,1,0,7,9,51,569,1,0,0,1,1439,1,1,0,0,1,0,1,1,1,1,000848,2012
1,1,1,3,4,1,0,7,9,51,625,1,0,0,1,1524,1,1,0,0,1,0,1,1,1,1,000848,2013
1,1,0,12,6,0,0,5,6,49,1012,0,0,0,1,5655,1,0,0,1,1,0,1,1,1,1,000850,2011
1,1,0,13,7,0,0,5,6,49,1047,0,0,0,0,6247,1,0,0,1,1,0,1,1,1,1,000850,2012
1,1,0,18,8,0,0,5,6,49,1170,0,0,0,1,6279,1,0,0,1,1,0,1,1,1,1,000850,2013
1,1,0,7,4,0,0,3,9,44,892,0,0,1,1,925,1,0,0,1,1,0,1,1,1,1,000851,2011
1,1,0,7,4,0,0,3,9,44,503,0,0,1,1,732,1,0,0,1,1,0,1,1,1,1,000851,2012
1,1,0,10,6,0,0,3,9,44,783,0,0,1,1,1103,1,0,0,1,1,0,1,1,1,1,000851,2013
1,1,1,8,6,1,0,7,9,46,1967,0,0,0,1,3559,1,0,0,1,1,0,1,1,1,1,000852,2011
1,1,1,8,6,1,0,7,9,46,1954,0,0,0,0,3716,1,0,0,1,1,0,1,1,1,1,000852,2012
1,1,1,8,6,1,0,7,9,46,1967,0,0,0,1,3559,1,0,0,1,1,0,1,1,1,1,000852,2013
1,1,0,5,3,0,0,3,3,55,1094,0,0,0,1,4478,1,0,0,1,1,0,1,1,1,1,000856,2011
1,1,0,6,4,0,0,3,3,55,1024,0,0,0,1,3970,1,0,0,1,1,0,1,1,1,1,000856,2012
1,1,0,7,4,0,0,3,3,55,948,0,0,0,0,3018,1,0,0,1,1,0,1,1,1,1,000856,2013
1,1,0,2,5,1,0,7,8,56,3561,1,0,0,1,29276,1,1,1,1,1,0,1,1,1,0,000858,2011
1,1,0,2,5,1,0,7,8,56,3917,1,0,0,1,29898,1,1,1,1,1,0,1,1,1,0,000858,2012
1,1,1,3,6,1,0,7,8,56,4176,1,0,0,1,27074,1,1,1,1,1,0,1,1,1,0,000858,2013
1,1,0,3,4,1,0,6,7,47,468,1,0,0,0,1812,1,0,0,1,1,0,1,1,1,1,000859,2011
1,1,0,3,4,1,0,6,7,47,484,1,0,0,1,1620,1,0,0,1,1,0,1,1,1,1,000859,2012
1,1,0,3,4,1,0,6,7,47,419,1,0,0,1,1623,1,0,0,1,1,0,1,1,1,1,000859,2013
1,1,0,14,6,0,0,4,7,43,2145,0,0,0,1,6645,1,0,0,1,1,0,1,1,1,1,000860,2011
1,1,0,14,6,0,0,4,7,43,2145,0,0,0,1,6645,1,0,0,1,1,0,1,1,1,1,000860,2012
1,1,0,14,6,0,0,4,7,43,2145,0,0,0,1,6645,1,0,0,1,1,0,1,1,1,1,000860,2013
1,1,0,33,6,0,0,3,5,43,439,0,0,0,1,2163,1,0,0,1,1,0,1,1,1,1,000861,2011
1,1,0,33,6,0,0,3,5,43,1164,0,0,0,0,2266,1,0,0,1,1,0,1,1,1,1,000861,2012
1,1,0,33,6,0,0,3,5,43,1623,0,0,0,1,2614,1,0,0,1,1,0,1,1,1,1,000861,2013
1,1,0,4,5,0,0,3,7,47,894,0,0,0,1,1781,1,0,0,1,1,0,1,1,1,1,000862,2011
1,1,0,4,5,0,0,3,7,47,562,0,0,0,1,732,1,0,0,1,1,0,1,1,1,1,000862,2012
1,1,0,3,5,0,0,3,7,47,639,0,0,0,1,837,1,0,0,1,1,0,1,1,1,1,000862,2013
1,1,0,13,6,0,0,6,6,48,299,0,0,0,1,849,1,0,0,1,1,0,1,1,1,1,000863,2011
1,1,0,12,7,0,0,6,6,48,239,0,0,0,1,870,1,0,0,1,1,0,1,1,1,1,000863,2012
1,1,0,13,6,0,0,6,6,48,362,0,0,0,1,888,1,0,0,1,1,0,1,1,1,1,000863,2013
1,1,0,3,4,1,0,7,12,48,1034,0,0,0,0,2264,1,0,0,1,1,0,1,1,1,1,000868,2011
1,1,0,2,3,1,0,7,12,48,1385,0,0,0,0,3441,1,0,0,1,1,0,1,1,1,1,000868,2012
1,1,0,3,4,1,0,7,12,48,1689,0,0,0,1,4339,1,0,0,1,1,0,1,1,1,1,000868,2013
1,1,0,5,3,0,0,6,9,49,3385,0,0,0,1,4942,1,0,0,1,0,0,1,1,1,1,000869,2011
1,1,0,5,3,0,0,6,9,49,3558,0,0,0,0,5268,1,0,0,1,0,0,1,1,1,1,000869,2012
1,1,0,5,3,0,0,6,9,49,3365,0,0,0,1,5204,1,0,0,1,0,0,1,1,1,1,000869,2013
1,1,1,8,4,1,0,2,10,51,1841,0,0,1,1,2696,1,0,0,1,1,0,1,1,1,1,000875,2011
1,1,1,8,4,1,0,2,10,51,1972,0,0,1,1,2704,1,0,0,1,1,0,1,1,1,1,000875,2012
1,1,1,8,4,1,0,2,10,51,1979,0,0,1,1,2659,1,0,0,1,1,0,1,1,1,1,000875,2013
1,1,0,8,4,1,0,10,10,49,15407,0,0,1,1,79702,1,0,1,1,1,1,1,1,1,1,000876,2011
1,1,0,8,4,1,0,10,10,49,14913,0,0,1,1,76957,1,0,1,1,1,1,1,1,1,1,000876,2012
1,1,0,8,4,1,0,10,10,49,15371,0,0,1,1,66739,1,0,1,1,1,1,1,1,1,1,000876,2013
1,1,0,5,6,0,0,6,7,48,466,0,0,0,1,2502,1,0,0,1,1,0,1,1,1,1,000877,2011
1,1,0,5,6,0,0,6,7,48,1309,0,0,0,1,6545,1,0,0,1,1,0,1,1,1,1,000877,2012
1,1,0,5,6,0,0,6,7,48,2771,0,0,0,1,12051,1,0,0,1,1,0,1,1,1,1,000877,2013
1,1,0,16,7,1,0,5,6,46,5664,0,0,1,1,14573,1,0,0,1,1,0,1,1,1,1,000878,2011
1,1,0,16,7,1,0,5,6,46,5616,0,0,1,1,14255,1,0,0,1,1,0,1,1,1,1,000878,2012
1,1,0,16,7,1,0,5,6,46,5370,0,0,1,1,12249,1,0,0,1,1,0,1,1,1,1,000878,2013
1,1,0,1,3,1,0,2,8,42,609,1,0,1,1,2232,1,0,0,1,1,0,1,1,1,1,000880,2011
1,1,0,1,3,1,0,2,8,42,989,1,0,1,1,2514,1,0,0,1,1,0,1,1,1,1,000880,2012
1,1,0,1,3,1,0,2,8,42,1084,1,0,1,1,2966,1,0,0,1,1,0,1,1,1,1,000880,2013
1,1,0,4,6,1,0,3,3,47,1504,0,0,1,1,1754,1,0,0,1,1,0,1,1,1,1,000881,2011
1,1,0,4,6,1,0,3,3,47,1767,0,0,1,1,2073,1,0,0,1,1,0,1,1,1,1,000881,2012
1,1,0,4,6,1,0,3,3,47,1749,0,0,1,1,2048,1,0,0,1,1,0,1,1,1,1,000881,2013
1,1,1,14,4,1,0,3,4,43,517,0,0,1,1,884,1,0,0,1,1,,1,1,1,1,000882,2011
1,1,1,16,5,1,0,3,4,43,528,0,0,1,1,896,1,0,0,1,1,,1,1,1,1,000882,2012
1,1,1,18,6,1,0,3,4,43,669,0,0,1,1,1254,1,0,0,1,1,,1,1,1,1,000882,2013
1,1,1,7,4,1,0,5,9,46,1250,0,0,1,1,3074,1,0,0,1,1,0,1,1,1,1,000883,2011
1,1,1,7,4,1,0,5,9,46,1285,0,0,1,1,3365,1,0,0,1,1,0,1,1,1,1,000883,2012
1,1,1,7,4,1,0,5,9,46,2711,0,0,1,1,3602,1,0,0,1,1,0,1,1,1,1,000883,2013
1,1,0,7,4,0,0,4,7,48,1172,0,0,0,1,2444,1,0,0,1,1,1,1,1,1,1,000885,2011
1,1,0,7,4,0,0,4,7,48,1398,0,0,0,1,2792,1,0,0,1,1,1,1,1,1,1,000885,2012
1,1,0,7,4,0,0,4,7,48,1852,0,0,0,1,2961,1,0,0,1,1,1,1,1,1,1,000885,2013
1,1,0,4,2,1,0,4,9,47,166,0,0,1,0,1186,1,0,0,1,1,0,1,1,1,1,000886,2011
1,1,0,5,4,1,0,4,9,47,194,0,0,1,0,802,1,0,0,1,1,0,1,1,1,1,000886,2012
1,1,0,5,4,1,0,4,9,47,210,0,0,1,1,819,1,0,0,1,1,0,1,1,1,1,000886,2013
1,1,0,11,5,0,0,2,9,44,-1,0,0,0,0,4019,1,0,0,1,1,1,1,1,1,1,000887,2011
1,1,0,11,5,0,0,2,9,44,1059,0,0,0,1,3412,1,0,0,1,1,1,1,1,1,1,000887,2012
1,1,0,11,5,0,0,2,9,44,1185,0,0,0,0,3405,1,0,0,1,1,1,1,1,1,1,000887,2013
1,1,0,7,3,0,0,3,10,49,1530,0,0,0,1,2091,0,0,0,0,0,0,1,1,1,1,000888,2011
1,1,0,7,3,0,0,3,10,49,1626,0,0,0,0,2235,0,0,0,0,0,0,1,1,1,1,000888,2012
1,1,0,7,3,0,0,3,10,49,1555,0,0,0,1,2135,0,0,0,0,0,0,1,1,1,1,000888,2013
1,1,0,4,3,0,0,4,6,47,630,0,0,1,1,1849,1,0,0,1,1,0,1,1,1,1,000889,2011
1,1,0,5,3,0,0,4,6,47,737,0,0,1,0,2111,1,0,0,1,1,0,1,1,1,1,000889,2012
1,1,0,5,3,0,0,4,6,47,761,0,0,1,1,2040,1,0,0,1,1,0,1,1,1,1,000889,2013
1,1,0,5,3,1,0,4,7,43,474,0,0,1,1,2545,1,0,0,1,1,0,1,1,1,1,000890,2011
1,1,0,5,3,1,0,4,7,43,440,0,0,1,0,2493,1,0,0,1,1,0,1,1,1,1,000890,2012
1,1,0,5,3,1,0,4,7,43,381,0,0,1,0,2231,1,0,0,1,1,0,1,1,1,1,000890,2013
1,1,0,1,2,0,0,0,3,41,-1,1,0,0,0,11,0,0,0,0,0,0,1,1,1,1,000892,2011
1,1,0,1,2,0,0,0,3,41,-1,1,0,0,1,11,0,0,0,0,0,0,1,1,1,1,000892,2012
1,1,0,1,2,0,0,0,3,41,-1,1,0,0,1,7,0,0,0,0,0,0,1,1,1,1,000892,2013
1,1,0,3,2,0,0,3,9,43,192,0,0,0,1,545,1,0,0,1,1,0,1,1,1,1,000893,2011
1,1,0,3,2,0,0,3,9,43,185,0,0,0,1,535,1,0,0,1,1,0,1,1,1,1,000893,2012
1,1,0,3,2,0,0,3,9,43,196,0,0,0,1,510,1,0,0,1,1,0,1,1,1,1,000893,2013
1,1,0,29,9,0,0,4,14,47,3922,0,0,0,1,14739,1,0,0,1,1,0,1,1,1,1,000895,2011
1,1,0,29,7,0,0,4,14,47,11056,0,0,0,1,61050,1,0,0,1,1,0,1,1,1,1,000895,2012
1,1,0,48,9,0,0,4,14,47,12784,0,0,0,1,68986,1,0,0,1,1,0,1,1,1,1,000895,2013
1,1,0,27,8,0,0,4,7,45,608,0,0,1,1,816,1,0,0,1,1,0,1,1,1,1,000897,2011
1,1,0,27,8,0,0,4,7,45,548,0,0,1,1,938,1,0,0,1,1,0,1,1,1,1,000897,2012
1,1,0,27,8,0,0,4,7,45,515,0,0,1,1,789,1,0,0,1,1,0,1,1,1,1,000897,2013
1,1,1,5,4,1,0,6,6,51,13444,0,0,1,1,28816,1,1,0,1,1,1,1,1,1,1,000898,2011
1,1,1,5,4,1,0,6,6,51,14022,0,0,1,1,28044,1,1,0,1,1,1,1,1,1,1,000898,2012
1,1,1,5,4,1,0,6,6,51,16090,0,0,1,1,33520,1,1,0,1,1,1,1,1,1,1,000898,2013
1,1,0,2,3,1,0,4,9,49,189,0,0,1,1,468,1,0,0,0,1,0,1,1,1,1,000899,2011
1,1,0,2,3,1,0,4,9,49,439,0,0,1,1,491,1,0,0,0,1,0,1,1,1,1,000899,2012
1,1,0,2,3,1,0,4,9,49,455,0,0,1,1,504,1,0,0,0,1,0,1,1,1,1,000899,2013
1,1,0,9,3,1,0,1,5,50,987,0,0,1,1,1618,1,0,0,1,1,0,1,1,1,1,000900,2011
1,1,0,9,3,1,0,1,5,50,1256,0,0,1,1,1831,1,0,0,1,1,0,1,1,1,1,000900,2012
1,1,0,9,3,1,0,1,5,50,1348,0,0,1,1,2498,1,0,0,1,1,0,1,1,1,1,000900,2013
1,1,0,7,4,1,1,5,7,47,1245,0,0,1,1,1873,1,0,0,1,1,0,1,1,1,1,000901,2011
1,1,0,7,4,1,1,5,7,47,1239,0,0,1,1,2095,1,0,0,1,1,0,1,1,1,1,000901,2012
1,1,0,7,4,1,1,5,7,47,1359,0,0,1,1,2049,1,0,0,1,1,0,1,1,1,1,000901,2013
1,1,0,3,2,0,0,2,11,43,131,0,0,0,1,569,1,0,0,1,0,0,1,1,1,1,000902,2011
1,1,0,3,2,0,0,2,11,43,166,0,0,0,1,532,1,0,0,1,0,0,1,1,1,1,000902,2012
1,1,0,3,2,0,0,2,11,43,150,0,0,0,1,603,1,0,0,1,0,0,1,1,1,1,000902,2013
1,1,0,1,2,1,0,4,7,48,797,0,0,1,1,1927,1,0,0,1,1,0,1,1,1,1,000903,2011
1,1,0,2,2,1,0,4,7,48,716,0,0,1,1,1703,1,0,0,1,1,0,1,1,1,1,000903,2012
1,1,0,3,2,1,0,4,7,48,687,0,0,1,1,1696,1,0,0,1,1,0,1,1,1,1,000903,2013
1,1,0,7,4,1,0,5,8,43,1583,0,0,1,1,3615,1,0,0,0,0,0,1,1,1,1,000905,2011
1,1,0,8,4,1,0,5,8,43,2066,0,0,1,1,3693,1,0,0,0,0,0,1,1,1,1,000905,2012
1,1,0,8,3,1,0,5,8,43,2260,0,0,1,1,3851,1,0,0,0,0,0,1,1,1,1,000905,2013
1,1,0,17,4,1,0,4,8,48,1083,0,0,1,1,1908,1,0,0,1,1,0,1,1,1,1,000906,2011
1,1,0,18,5,1,0,4,8,48,1190,0,0,1,1,1879,1,0,0,1,1,0,1,1,1,1,000906,2012
1,1,0,19,5,1,0,4,8,48,1187,0,0,1,1,1812,1,0,0,1,1,0,1,1,1,1,000906,2013
1,1,0,5,3,1,0,1,3,43,215,0,0,1,1,705,0,0,0,0,0,0,1,1,1,1,000908,2011
1,1,0,5,3,1,0,1,3,43,460,0,0,1,1,688,0,0,0,0,0,0,1,1,1,1,000908,2012
1,1,0,0,0,1,0,1,3,43,408,0,0,1,1,624,0,0,0,0,0,0,1,1,1,1,000908,2013
1,1,0,3,2,0,0,2,3,48,212,0,0,1,1,424,1,0,0,0,1,0,1,1,1,1,000909,2011
